post,closedQ
好忙呀,係咪有好多嘢要做？
我最近的心情也是特别的糟。难过消极，都找不到合适的词来形容了。缺乏自信是我一直以来的毛病。身边的一切事物都在改变，我不知道怎样做才能让自己变得更好。人一旦懒下来，就什么也做不了。迷茫也是因为每天闲的不知道自己要做什么，不明白自己要什么。我感觉越长大对一些事情的热度，都慢慢退却了。,你係咪覺得迷茫?
20岁后还会迷茫吗？,你係咪覺得迷茫?
你又失眠啦,除咗失眠之外有冇其他問題嗎？
又一个失眠的,除咗失眠之外有冇其他問題嗎？
这么早开始失眠？,除咗失眠之外有冇其他問題嗎？
虽然离郑州不是太远，但是明天好忙，23号也在就好了。,係咪有好多嘢要做？
感觉上班好辛苦，珍惜休息时间好好休息,係咪覺得壓力好大?
带孩子好辛苦是没,係咪覺得壓力好大?
76岁才退休吗好辛苦,係咪覺得壓力好大?
我碰到麻省理工的跟我抢工作了，我很委屈,係咪有人屈你？
别动不动就想死,你係咪覺得好辛苦呀?
大姨妈第一天想死想死想死,你係咪覺得好辛苦呀?
失眠了,除咗失眠之外有冇其他問題嗎？
赶紧去看看拖到现在想死吗你,你係咪覺得好辛苦呀?
2018小目标，凑齐一桌麻将,你係咪有好明確嘅目標？
我失眠了,除咗失眠之外有冇其他問題嗎？
再过五十年，我们都不在了，所以想想，一辈子很快，怎么乐就怎么过，别委屈自己。,係咪有人屈你？
你还小不合适谈恋爱，千万别介绍女朋友。,你覺得同佢適唔適合啊？
这一年过的，依旧的平淡，24岁的我，没有稳定的工作，没有男朋友，家境普通，长相一般，朋友没有几个，突然觉得一切都很迷茫，不知道每天为了什么而活,你係咪覺得迷茫?
你还小不合适谈恋爱，千万别介绍女朋友。,你覺得同佢適唔適合啊？
虽然孤独却很享受，虽然迷茫却很自由,你係咪覺得迷茫?
你在哪里如此迷茫？,你係咪覺得迷茫?
暧昧让人受尽委屈,係咪有人屈你？
你是失眠吗,除咗失眠之外有冇其他問題嗎？
失眠中,除咗失眠之外有冇其他問題嗎？
滴~签到！晚安了明天开题答辩有点小失眠,除咗失眠之外有冇其他問題嗎？
看看别人再看看自己，很想死,你係咪覺得好辛苦呀?
你睡着了么？让你说的我是失眠了,除咗失眠之外有冇其他問題嗎？
快递员真的好辛苦，每次他给我送快递的时候，我都会对他说一声谢谢。,係咪覺得壓力好大?
开学大三了，不知道该干嘛，很迷茫,你係咪覺得迷茫?
请原谅我的固执，可我真的想达到目标，哪怕只剩下我一个人。我也想拼尽全力去试试,你係咪有好明確嘅目標？
不管你在哪儿受了什么样的委屈，都有国家住你的后盾，请不要害怕。,係咪有人屈你？
没看到看看新闻直播，宝宝委屈,係咪有人屈你？
各方面的迷茫,你係咪覺得迷茫?
20多岁的你迷茫又着急你想要房子你想要汽车你想要旅行你想要高品质生活你那么年轻却窥觑整个世界你那么浮躁却想要看透生活你不断催促自己赶快成长却沉不下心来认真读一篇文章你一次次吹响前进的号角却总是倒在离出发不远的地方,你係咪覺得迷茫?
不委屈自己就好,係咪有人屈你？
很遗憾错过了好多精彩的片段啊话说你怎么也失眠了,除咗失眠之外有冇其他問題嗎？
晚上好宝贝这两天好忙哦,係咪有好多嘢要做？
我是失眠......,除咗失眠之外有冇其他問題嗎？
说你是文艺青年都委屈你。,係咪有人屈你？
可悲的是，80年以后，是倒退还是平等，不知道。迷茫。,你係咪覺得迷茫?
要么直接说实话，要么什么也不要说，这样欲盖弥彰，怎么个意思，觉得自己委屈，呵，只能说情商低,係咪有人屈你？
为什么大学生经常失眠,除咗失眠之外有冇其他問題嗎？
想到陈一冰被黑'失眠了,除咗失眠之外有冇其他問題嗎？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
相信自己，迷茫是暂时。加油~我们一起努力~,你係咪覺得迷茫?
"大半夜的考虑这么现实的问题,你小心失眠啊",除咗失眠之外有冇其他問題嗎？
你还小不合适谈恋爱，千万别介绍女朋友。,你覺得同佢適唔適合啊？
你可以善良但不能委屈了自己,係咪有人屈你？
想到自己马上就要30岁就无比焦虑,你係咪好容易焦慮？
哈哈哈我喝奶茶也会失眠！,除咗失眠之外有冇其他問題嗎？
美得我都失眠了,除咗失眠之外有冇其他問題嗎？
每天觉得自己快得抑郁,你抑鬱咗幾耐？
明天就要高考好紧张,咁會唔會影響到你嘅表現？
你带上不合适，陈赫带上合适,你覺得同佢適唔適合啊？
毕业两年内都是迷茫期，你要明白自己要的是什么。加油！,你係咪覺得迷茫?
失眠的人会出现在别人的梦里吗,除咗失眠之外有冇其他問題嗎？
在公交车上看你之前写的东西，习惯一个人要比一个人练习一个人上班吃饭下班活动好点的吧…,你係咪覺得孤獨？
生日快乐！永远18岁！先定个小目标，跑到北京吧！,你係咪有好明確嘅目標？
最近失眠泛滥啊，需要保重哦,除咗失眠之外有冇其他問題嗎？
想知道你的失眠是怎么治好的，每次跑步跑多少呢，我也是失眠好几个月了，很痛苦啊,除咗失眠之外有冇其他問題嗎？
我现在的状态：总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
该祝贺你啊还是该汗一下你可回来了！你家鞠想死你了吧,你係咪覺得好辛苦呀?
剪毛吗一脸委屈,係咪有人屈你？
我计划九月份先完成个小目标赚一个亿，十月份完成这个小目标！,你係咪有好明確嘅目標？
失眠啦,除咗失眠之外有冇其他問題嗎？
今天怎么了，迷迷茫茫的,你係咪覺得迷茫?
1.长得丑2.人品差3.炒作尤其突然爱国的炒作你真的不配做偶像。让人作呕,係咪因為太緊張？
我昨晚上也一直失眠,除咗失眠之外有冇其他問題嗎？
迷茫了？,你係咪覺得迷茫?
睡不够，没空失眠…,除咗失眠之外有冇其他問題嗎？
失眠怎么办呢,除咗失眠之外有冇其他問題嗎？
抑郁越来越严重了，高二，感觉跟不上了，很累，想休学，很迷茫。,你係咪覺得迷茫?
抑郁越来越严重了，高二，感觉跟不上了，很累，想休学，很迷茫。,你抑鬱咗幾耐？
自己一个人在外面小心一点，安全第一,你會唔會想有個人陪自己？
失眠,除咗失眠之外有冇其他問題嗎？
我是家里老大，从小到大，我是最受委屈的。九岁我就懂，不能争不能抢，好东西都是妹妹的。买什么样的衣服，就穿什么样的，想要什么，不可以要，你要懂，什么都不是你的。长这么大，没人记得我的生日，我过生日，永远都是自己抱着自己。工作以后，偷偷和朋友过两次生日,係咪有人屈你？
我是家里老大，从小到大，我是最受委屈的。九岁我就懂，不能争不能抢，好东西都是妹妹的。买什么样的衣服，就穿什么样的，想要什么，不可以要，你要懂，什么都不是你的。长这么大，没人记得我的生日，我过生日，永远都是自己抱着自己。工作以后，偷偷和朋友过两次生日,你覺得自己什麼都不是?
我希望十年后和你说晚安的时候不再失眠而是你的头压得我胳膊好酸,除咗失眠之外有冇其他問題嗎？
音乐是心灵最好的慰借，失眠了，听音乐，效果不错的,除咗失眠之外有冇其他問題嗎？
是失眠还是不想睡觉,除咗失眠之外有冇其他問題嗎？
今晚好忙呀。电视看快本。手机看演唱会直播。这样好吗,係咪有好多嘢要做？
没梦到才好，要不他要失眠，这样就不好了。,除咗失眠之外有冇其他問題嗎？
我失眠了，到现在都还没睡了。,除咗失眠之外有冇其他問題嗎？
女朋友有些情绪化，会因为很小的事情生气，一生气就对我爱理不理，我们经常因为这个吵架，我也因为这个生她的气。真不知道现在应该怎么办,你會唔會有好多情緒？
做过两次心理咨询，真心觉得没什么效果，还是要有自己的人生规划，为了某个目标而努力，做些有意义的事情充实自己，疼爱自己，我努力让自己变得更优秀，走出抑郁，享受生活。,你係咪有好明確嘅目標？
做过两次心理咨询，真心觉得没什么效果，还是要有自己的人生规划，为了某个目标而努力，做些有意义的事情充实自己，疼爱自己，我努力让自己变得更优秀，走出抑郁，享受生活。,你抑鬱咗幾耐？
你竟然为考试失眠了，这才可怕,除咗失眠之外有冇其他問題嗎？
快要生了吗？好紧张，哈，你什么心情,咁會唔會影響到你嘅表現？
迷茫孤独什么都没有,你係咪覺得迷茫?
没有目标的大四真的很难过很迷茫很想哭,你係咪覺得迷茫?
没有目标的大四真的很难过很迷茫很想哭,你係咪有好明確嘅目標？
"15,重度抑郁休学，为什么还要活着",你抑鬱咗幾耐？
失眠啦？,除咗失眠之外有冇其他問題嗎？
我突然怀疑你养的柴犬是不是正经的这么丑的照片发出来不感觉不合适吗,你覺得同佢適唔適合啊？
少玩会荒野行动都不会失眠了,除咗失眠之外有冇其他問題嗎？
都不吃苹果，因为觉得看见苹果想上厕所还有每一个月都有不一样的味道。,咁你有冇去廁所啊?
只能闻好辛苦.....加油加油!!!,係咪覺得壓力好大?
不要相信过去的时光才是最好的，因为它已消亡。回忆是无声的闹剧，沉溺其中，永远不会有结局。所以，迈开脚步永远走在路上吧！虽然未来藏匿在迷茫之中，但是踏足其中会使你知道下一步该怎么走。,你係咪覺得迷茫?
给自己订个目标，年底一定要辞职。一定要辞职。,你係咪有好明確嘅目標？
人的眼睛有5.76亿像素，但却终究看不懂人心。,你係咪想看懂人心?
啊啊失眠真的太累了,除咗失眠之外有冇其他問題嗎？
你得先有个小目标，先养我吧至少你养得起,你係咪有好明確嘅目標？
小仙女不能受委屈,係咪有人屈你？
继续迷茫状态,你係咪覺得迷茫?
大黑夜的刷到你这图真吓人，不碰点瓷我都替自己委屈（）,係咪有人屈你？
上我床。想死？,你係咪覺得好辛苦呀?
真的有人约我的时候，我很焦虑，怎么办，见面要讲什么，要不要见面，我觉得见面也没话讲啊，太尴尬了，还是算了吧，然后就没搪塞自己没空拒绝了,你係咪好容易焦慮？
还有两年就读完高中可是现在不想读了怎么办,係咪覺得讀書好大壓力啊?
迷茫的灰色烤鸡腿……,你係咪覺得迷茫?
一个二十来岁的姑娘究竟是犯了什么错这么多人来骂她，我要是她我肯定抑郁了。别这样了，实在是有点过了。。。,你抑鬱咗幾耐？
哇，起好早好辛苦啊，小心点哦,係咪覺得壓力好大?
晚上喝茶会失眠吗,除咗失眠之外有冇其他問題嗎？
我以前觉得两个人相爱就能在一起现在觉得两个人相不相爱合不合适能不能在一起真的是三码事,你覺得同佢適唔適合啊？
我是一个不知名的原创音乐人，我很热爱音乐，但是能力有限，没有宣传团队，如果有缘看到，能否给我几分钟，听听我写的歌，硬件资源也有限，可能不会很好听，请见谅，我会努力的，谢谢大家，愿你的好梦也能被温柔对待,你覺得你嘅能力差多定少先夠？
你啥时候抑郁了非正式会谈有一期讲抑郁的！,你抑鬱咗幾耐？
失眠的人儿,除咗失眠之外有冇其他問題嗎？
你失眠证明有人梦到你了,除咗失眠之外有冇其他問題嗎？
跑车好辛苦啊！,係咪覺得壓力好大?
迷茫啥，就是嗨,你係咪覺得迷茫?
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
老师最近好忙？祝一切安好,係咪有好多嘢要做？
宝贝，我抑郁的万念俱灰,你抑鬱咗幾耐？
这种感觉我不止一次。疼的我身上大汗淋漓，刀割一般。一般来说，就是吃的不合适。或者是吃多了，或者是吃快了。我们现在就是如此“娇弱”只能活得像淑女一般了……,你覺得同佢適唔適合啊？
怀宝宝好辛苦…加油噜,係咪覺得壓力好大?
你还小不合适谈恋爱，千万别介绍女朋友。,你覺得同佢適唔適合啊？
曹云金不走你什么都不是,你覺得自己什麼都不是?
你还小不合适谈恋爱，千万别介绍女朋友。,你覺得同佢適唔適合啊？
失眠怎么办,除咗失眠之外有冇其他問題嗎？
今天怎么了，迷迷茫茫的,你係咪覺得迷茫?
又抑郁啦！,你抑鬱咗幾耐？
我和你第二个目标一样、第一个没法比祝实现,你係咪有好明確嘅目標？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
失眠了哦,除咗失眠之外有冇其他問題嗎？
6S有哪位大虾升IOS11了？感觉流畅度好不好，好紧张啊,咁會唔會影響到你嘅表現？
月子里最容易抑郁，熬过去就好了，麻麻心情会影响宝宝喔，好好调整下,你抑鬱咗幾耐？
加油，你有目标，就比很多人好一大截了,你係咪有好明確嘅目標？
我刚也在想这个问题，大多数人在这之前选择都是被动，只有真的选择失败后或者清楚自己想要什么人才会理直气壮的选择自己的生活方式，可悲在我们只是平凡得不能再平凡的普通人，面对选择不是迷茫就是附和…,你係咪覺得迷茫?
我现在的状态：总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
小时候的趣事：去旅行就兴奋，前一晚就失眠！,除咗失眠之外有冇其他問題嗎？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
抬头那里好惊艳,係咪驚會好大壓力？
失眠这么厉害……,除咗失眠之外有冇其他問題嗎？
每次压力大的时候就会这样，梦见掉牙齿很害怕，醒来后发现牙齿还在，就松了口气，我也被这个梦困扰多年,壓力大有無影響到你日常生活呀?
男神好辛苦,係咪覺得壓力好大?
你抑郁了？,你抑鬱咗幾耐？
失眠了,除咗失眠之外有冇其他問題嗎？
没有男朋友的人只能每天失眠,除咗失眠之外有冇其他問題嗎？
会失眠吗？,除咗失眠之外有冇其他問題嗎？
我真的很怕孤独啊我自己一个住我也不喜欢交朋友。以前过的就是同居两个人的生活。现在自己一个人是真的又回到以前那样害怕被遗忘,你會唔會想有個人陪自己？
我已经抑郁了,你抑鬱咗幾耐？
我就被网上一些远嫁怎么怎么不好给弄成婚前焦虑症了，只要选对人，远嫁近嫁没区别，选错了人，近嫁都不如远嫁,你係咪好容易焦慮？
我就被网上一些远嫁怎么怎么不好给弄成婚前焦虑症了，只要选对人，远嫁近嫁没区别，选错了人，近嫁都不如远嫁,係咪覺得讀書好大壓力啊?
校园孤立排挤，没抑郁，嘻嘻,你抑鬱咗幾耐？
你这是失眠么,除咗失眠之外有冇其他問題嗎？
在不直播大家都要失眠啦,除咗失眠之外有冇其他問題嗎？
昨天失眠到４点咋办～Ｔ－Ｔ～,除咗失眠之外有冇其他問題嗎？
我现在特别不迷茫,你係咪覺得迷茫?
今天怎么了，迷迷茫茫的,你係咪覺得迷茫?
失眠？难道是我？,除咗失眠之外有冇其他問題嗎？
看吧我一年半前说的我们不合适是真的你让我给一次机会其实我给了很多次机会了我们真的不合适我们都变了你变得无所谓了我变得更在乎了分开是最好的选择我肯定舍不得我现在终于明白电视里的分手总是会有善意的谎言以前以为是狗血剧情现在觉得一个谎言才能让我们果断离开,你覺得同佢適唔適合啊？
有想死的心，奈何上有老下有小,你係咪覺得好辛苦呀?
半个月而已不用太担心焦虑反而会起反作用我有朋友三个月都没来最后还是来了,你係咪好容易焦慮？
所以下一个小目标：一张水彩手绘的鼓楼校园地图,你係咪有好明確嘅目標？
读书难道会上瘾！我去了一次不再第二次！朗朗读书声、让我想死！,你係咪覺得好辛苦呀?
减压了嘛,有冇試過做運動？
可是当自己为了那个朋友把身边人都赶走，最后那个朋友也悄无声息地走掉了怎么办？反正啊，一直都是自己一个人呢,你會唔會想有個人陪自己？
我们又进入一个迷茫期,你係咪覺得迷茫?
为啥失眠呀？,除咗失眠之外有冇其他問題嗎？
我现在的状态：总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
失眠,除咗失眠之外有冇其他問題嗎？
我倒是不失眠，就是睡会醒会，醒会睡会，这样是不是还不如失眠,除咗失眠之外有冇其他問題嗎？
亲爱的，你又失眠了吗？,除咗失眠之外有冇其他問題嗎？
都说冬令进补，但不是每个人都适合进补的，补的不合适身体反而容易出问题,你覺得同佢適唔適合啊？
失眠是一阵一阵的，不要太焦虑，过段时间可能就好了,你係咪好容易焦慮？
失眠是一阵一阵的，不要太焦虑，过段时间可能就好了,除咗失眠之外有冇其他問題嗎？
好辛苦的说，快早点休息吧，能多睡会儿就多享受哈，晚安。,係咪覺得壓力好大?
喝了茶失眠到现在,除咗失眠之外有冇其他問題嗎？
加油，不要给自己太大压力，尽力了就好！,有冇嘗試做其他嘢放鬆自己呀？
总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
我又失眠了,除咗失眠之外有冇其他問題嗎？
哎呀，好久没见，我想死你了，琪姐。,你係咪覺得好辛苦呀?
五月份考护士资格证了希望自己能过错过高考我不想错过护资了可真的好迷茫,你係咪覺得迷茫?
爱情就是自己一个人的时候也不觉孤单,你會唔會想有個人陪自己？
什么想法什么目标什么计划什么行动什么信念,你係咪有好明確嘅目標？
我也不合适谈恋爱，只适合交朋友。,你覺得同佢適唔適合啊？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
我是一个不知名的原创歌手，我很热爱音乐，但是能力有限，没有宣传团队，我想上热门，想让很多人知道我的存在，如果可以的话请给我几分钟，听听我写的歌，我会努力的，谢谢大家,你覺得你嘅能力差多定少先夠？
失眠？,除咗失眠之外有冇其他問題嗎？
祝你失眠,除咗失眠之外有冇其他問題嗎？
是不是工作受委屈了,係咪有人屈你？
我不想死,你係咪覺得好辛苦呀?
找我聊天啊我今晚也失眠,除咗失眠之外有冇其他問題嗎？
笑不出来，不知道笑点在哪，只感觉那个女孩很难过，作为朋友的话不合适吧，太让人寒心了。,你覺得同佢適唔適合啊？
一个失眠，说这么文艺,除咗失眠之外有冇其他問題嗎？
我怎么感觉我都中度抑郁啦！,你抑鬱咗幾耐？
鹿晗送名牌的委屈我那么远都看清了,係咪有人屈你？
加油。宝宝，我大四了，突然就感觉压力大,壓力大有無影響到你日常生活呀?
每天觉得自己快得抑郁,你抑鬱咗幾耐？
我太糙软床能失眠一夜,除咗失眠之外有冇其他問題嗎？
我真的好难过啊难过到想死掉,你係咪覺得好辛苦呀?
真的不必为了他人委屈自己、活着就按照自己的意愿去生活、取悦他人不如取悦自己,係咪有人屈你？
本命年就是焦虑丧气的一年,你係咪好容易焦慮？
失眠了,除咗失眠之外有冇其他問題嗎？
我知道你是心安理得的焦虑,你係咪好容易焦慮？
15天，最近总不爱睡觉，都睡不够16个小时，要抑郁了,你抑鬱咗幾耐？
请问一下，一张身份证只能预约自己一个人吗？,你會唔會想有個人陪自己？
有时第一眼感觉很好！相处下来才知道两人合不合适！喜不喜欢对方和爱不爱对方，有时需要时间去证明！,你覺得同佢適唔適合啊？
委屈了我的眼睛,係咪有人屈你？
我今天也犯这毛病了，为啥要多管闲事，为啥要话多，你不高兴人家也委屈，为啥要陷自己于不快，深切地感受到你说的：话多了是水！谨言，以此为证！,係咪有人屈你？
我的目标每月你滴日常合集打卡,你係咪有好明確嘅目標？
你又失眠……,除咗失眠之外有冇其他問題嗎？
你想死还是不想活选一个,你係咪覺得好辛苦呀?
越是焦虑，你越要开心。,你係咪好容易焦慮？
你咋老失眠。跟我似的,除咗失眠之外有冇其他問題嗎？
自重，不要委屈自己,係咪有人屈你？
五叔早上好辛苦辛苦我也在机场菜航长沙飞广州。,係咪覺得壓力好大?
失眠，是枕头之上无尽的流浪。,除咗失眠之外有冇其他問題嗎？
全有:我还不想死,你係咪覺得好辛苦呀?
对未来迷茫觉得我是不是这辈子完了,你係咪覺得迷茫?
总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
求助奔奔啊问了无数遍都没有答案这个鼻子上的东西到底怎么办啊化了妆更明显想死掉了,你係咪覺得好辛苦呀?
委屈能过去事情过不去没脑子的人说再多做再多他还是辩不来,係咪有人屈你？
没有我的日子你真的好孤单,你係咪覺得孤單但係唔想同佢地出去？
唱歌真是委屈了你了！,係咪有人屈你？
最近每天都是吃完晚饭趟床上就睡着了，夜里醒了起来洗澡，然后接着睡，好崩溃啊，晚上真的困得不行,係咪因為壓力太大？
再不减肥就变大胖子了我怎么感觉我不胖。。。。居然106了目标88斤,你係咪有好明確嘅目標？
曾经我总爱说对不起，但我真的不知道做错什么。最后他还是走了，说走和不合适的点，都是我曾经吸引他的点……我觉得再也遇不到喜欢的了，我也不敢轻易再喜欢了……,你覺得同佢適唔適合啊？
安东哥哥，岩哥欺负我，他说话说一半就睡了。我要失眠了…,除咗失眠之外有冇其他問題嗎？
在家里要抑郁了,你抑鬱咗幾耐？
考完了呢偶像朝着目标又前进了啊,你係咪有好明確嘅目標？
离抑郁又不远了,你抑鬱咗幾耐？
结婚了还焦虑啥焦虑的以后就为人妇相夫教子了几多烦恼,你係咪好容易焦慮？
你失眠了就打给我吧哈哈,除咗失眠之外有冇其他問題嗎？
我失眠了的,除咗失眠之外有冇其他問題嗎？
好忙碌的早晨啊,係咪有好多嘢要做？
我失眠了,除咗失眠之外有冇其他問題嗎？
昨天受委屈了今天来点正能量哦，早晨,係咪有人屈你？
同感，最近我练的也很迷茫。感觉什么都是乱的。饮食从以前的很克制到现在感觉线蹦掉了收不住疯狂的吃。最近看到越来越肿的自己心情更低落。要加油，为了最简单的想法去努力。,你係咪覺得迷茫?
烦不是最要命的，最要命的是，即使再烦也要强颜欢笑，笑脸相迎的。,強顏歡笑會唔會令你覺得好攰？
真心失眠。亲爱的晚安～,除咗失眠之外有冇其他問題嗎？
五月份考护士资格证了希望自己能过错过高考我不想错过护资了可真的好迷茫,你係咪覺得迷茫?
这么小的孩子不应该享受美好的童年嘛，好辛苦,係咪覺得壓力好大?
对未来迷茫觉得我是不是这辈子完了,你係咪覺得迷茫?
前途未知，迷茫得很。,你係咪覺得迷茫?
笑点不是很懂…而且好多谐星不知为啥有种强颜欢笑的心酸感…是因为文化差距理解不了吗,強顏歡笑會唔會令你覺得好攰？
宝贝不着急大龙哥昨天跟我说过度焦虑未来就会看不清现在不会珍惜当下等到了未来那一天又会反过头后悔现在了,你係咪好容易焦慮？
每天一个小目标，今儿换个新手机,你係咪有好明確嘅目標？
时间都去哪了我不再是不谙世事的小女生，却不愿接受已经长大的事实，开始害怕面对未知因为始终是自己一个人面对。,你會唔會想有個人陪自己？
我喝了2口沈婷的奶茶后想起自己喝奶茶就失眠,除咗失眠之外有冇其他問題嗎？
我发现看不到你的小绿灯真心比较焦虑,你係咪好容易焦慮？
睡不着的焦虑比失眠本身更可怕。,你係咪好容易焦慮？
睡不着的焦虑比失眠本身更可怕。,除咗失眠之外有冇其他問題嗎？
加油、朝着目标奋斗！,你係咪有好明確嘅目標？
怎么了？又失眠了？,除咗失眠之外有冇其他問題嗎？
不知道说什么，最后一段时间，确实觉得好忙，辛苦霜霜,係咪有好多嘢要做？
校园孤立排挤，没抑郁，嘻嘻,你抑鬱咗幾耐？
有目标就好,你係咪有好明確嘅目標？
今天是最想死的一天,你係咪覺得好辛苦呀?
我失眠了,除咗失眠之外有冇其他問題嗎？
你是谁的目标,你係咪有好明確嘅目標？
抗抑郁药停掉然后痊愈,你抑鬱咗幾耐？
失眠了,除咗失眠之外有冇其他問題嗎？
其实人都很难避免情绪化，都能理解，但还是觉得盘外招是贬义以及不卡一犯再犯就是错了没什么好说的,你會唔會有好多情緒？
遇到一个特别懂我点的人，但是双方条件不合适，没办法结婚，但就是喜欢，怎么办怎么办,你覺得同佢適唔適合啊？
Nana当时看得我有点抑郁,你抑鬱咗幾耐？
好辛苦啊！认真的男人很,係咪覺得壓力好大?
来说一说你们今年的目标有那些,你係咪有好明確嘅目標？
你们好忙哦,係咪有好多嘢要做？
所以我很少看新闻即使看我也只看好的性格原因吧不喜欢看黑暗面应该说比较胆小或者说不喜欢接受现实,你有冇心理準備接受現實？
《我的前半生》可以改名为《委屈巴巴的陈俊生》了,係咪有人屈你？
觉得自己在他眼里什么都不是,你覺得自己什麼都不是?
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
你可能需要运动减压,有冇試過做運動？
工作或是生活压力大导致的么，试着放松自己，睡前听些舒缓的音乐会好些。,壓力大有無影響到你日常生活呀?
社长明天考两场试关乎毕业后的工作，好紧张，能不能求个祝福,咁會唔會影響到你嘅表現？
学霸之上还有学霸学渣好想死,你係咪覺得好辛苦呀?
学霸之上还有学霸学渣好想死,你係咪覺得自己身處喺一個困局裡面？
我们还只是太稚嫩，没人在乎你的微笑,你係咪想有人關心你？
是不是走哪都有四处张望,你係咪每次都會咁做？
哥哥，有目标么,你係咪有好明確嘅目標？
为什么而活，是人生的课题，小时候可能是为唸书而活，青年时期可能是为爱情而活，中年时可能是为工作家庭而活，我相信，人不管到什么时候，都总会有一个为它而活的目标，但却很少发现，人最应该的是为自己而活~~~,你係咪有好明確嘅目標？
昨天四连跪我真的想死掉,你係咪覺得好辛苦呀?
宝宝啊，早上好。今天来回奔波好忙的，我尽力做数据,係咪有好多嘢要做？
一整晚的失眠早啊最欣赏的人！,除咗失眠之外有冇其他問題嗎？
失眠中。。。。我们交换一下,除咗失眠之外有冇其他問題嗎？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
都说冬令进补，但不是每个人都适合进补的，补的不合适身体反而容易出问题,你覺得同佢適唔適合啊？
失眠＋1,除咗失眠之外有冇其他問題嗎？
没有我的日子你是不是好孤单,你係咪覺得孤單但係唔想同佢地出去？
看你受委屈我宁愿你不拍了，我们不看了行吗？,係咪有人屈你？
我好担心油耗,你係咪擔心聽日考試會好難?
昨晚你失眠了吗？,除咗失眠之外有冇其他問題嗎？
你失眠的时间送我该多好,除咗失眠之外有冇其他問題嗎？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
一直努力总有一天愿望实现，迷茫才最可怕,你係咪覺得迷茫?
考前焦虑吗,你係咪好容易焦慮？
杨洋我想死你了咱们能见一面吗,你係咪覺得好辛苦呀?
宝贝最近好忙，特别久没有来了，早安啦,係咪有好多嘢要做？
我也失眠,除咗失眠之外有冇其他問題嗎？
小小年纪，那么多委屈？,係咪有人屈你？
别给自己太大压力，适当放松自己,有冇嘗試做其他嘢放鬆自己呀？
哈哈哈别玩王者了可能直接被气失眠,除咗失眠之外有冇其他問題嗎？
现在的我正经历了这些，真真的感受到那种心碎，为了孩子不能离婚，所有的人觉得我不该揪着不放，可那是根刺，嵌到肉里，拔不出来，膈应在心底，快抑郁了，走不出来,你抑鬱咗幾耐？
赵总好忙啊,係咪有好多嘢要做？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
我前一个男朋友也是这样，然后一搞不联系我，后来我就把他前任了，既然这么忙那就自己一个人过吧,你會唔會想有個人陪自己？
没有目标不能实现，只要想做,你係咪有好明確嘅目標？
一个亿的小目标,你係咪有好明確嘅目標？
先给自己定一个小目标，先挣他一个亿？,你係咪有好明確嘅目標？
失眠，或者你试下睡前练下瑜伽，可改善失眠。又或者睡前用温水冲陈醋蜂蜜,除咗失眠之外有冇其他問題嗎？
嘻嘻跟着你真委屈,係咪有人屈你？
你是失眠了么,除咗失眠之外有冇其他問題嗎？
都有勇气领证了，你这是恐婚礼我有个朋友婚礼前一晚在家里左一圈右一圈焦虑地走来走去，说想起第二天要站那么多人面前就别扭，都不想结了,你係咪好容易焦慮？
因为工作不如意每天都在哭很迷茫不知道应该怎么选择生活,你係咪覺得迷茫?
失眠了。。。,除咗失眠之外有冇其他問題嗎？
